标准化机构名称,机构类型,分类依据,关联文献数,涉及阶段数,是否Top100,TOPSIS综合排名,TOPSIS综合得分,机构层级
中国石油大庆油田有限责任公司采气分公司,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油大庆油田有限责任公司采油一厂,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油大庆油田有限责任公司采油三厂,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大庆油田有限责任公司采油六厂,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大庆油田有限责任公司采油工程研究院,企业研发中心,企业关键词:公司,10,1,0,,,
中国石油大庆油田有限责任公司钻探工程公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大庆油田测试技术服务分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大庆油田海塔指挥部,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大庆油田海拉尔勘探开发指挥部,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大庆油田海拉尔石油勘探开发指挥部,企业研发中心,企业关键词:油田,4,1,0,,,
中国石油大庆油田研究院,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大庆油田第一采油厂,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大庆油田第七采油厂,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大庆油田第八采油厂,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大庆油田第十采油厂,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大庆油田采油一厂,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大庆油田采油五厂,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大庆油田采油八厂,企业研发中心,企业关键词:油田,2,1,0,,,
中国石油大庆油田采油六厂,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大庆油田采油工程研究院,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大庆油田钻探工程公司地质录井一公司信息中心,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大庆油田钻探工程公司物探一公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大庆炼化公司,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油大庆炼化公司动力一厂,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大庆炼化公司炼油一厂,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大庆炼化公司研究院,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大庆炼化分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大庆石化公司,企业研发中心,企业关键词:公司,4,1,0,,,
中国石油大庆石化公司炼油厂,企业研发中心,企业关键词:公司,6,1,0,,,
中国石油大庆石化分公司,企业研发中心,企业关键词:公司,4,1,0,,,
中国石油大庆石油管理局技术培训中心,其他,未命中规则,1,1,0,,,
中国石油大庆钻探二公司采集中心,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大庆钻探工程公司,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油大庆钻探工程公司国际事业部,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大庆钻探工程公司地球物理勘探一公司,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油大庆钻探工程公司测井公司,企业研发中心,企业关键词:公司,3,1,0,,,
中国石油大庆钻探工程公司钻井一公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大庆钻探工程公司钻井三公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大庆钻探工程公司钻井四公司,企业研发中心,企业关键词:公司,3,1,0,,,
中国石油大庆钻探工程公司钻井工程技术研究院,企业研发中心,企业关键词:公司,11,1,0,,,
中国石油大庆钻探测井公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大港油田信息中心,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大港油田公司,企业研发中心,企业关键词:公司,14,1,0,,,
中国石油大港油田公司人才开发中心,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大港油田公司信息中心,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大港油田公司勘探事业部,企业研发中心,企业关键词:公司,5,1,0,,,
中国石油大港油田公司勘探开发研究院,企业研发中心,企业关键词:公司,38,1,0,,,
中国石油大港油田公司消防支队,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大港油田公司滩海开发公司,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油大港油田公司生产运行处,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大港油田公司石油工程研究院,企业研发中心,企业关键词:公司,11,1,0,,,
中国石油大港油田公司第一采油厂,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油大港油田公司第三采油厂,企业研发中心,企业关键词:公司,8,1,0,,,
中国石油大港油田公司第二采油厂,企业研发中心,企业关键词:公司,3,1,0,,,
中国石油大港油田公司第五采油厂,企业研发中心,企业关键词:公司,6,1,0,,,
中国石油大港油田公司第六采油厂,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油大港油田公司第四采油厂,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油大港油田公司采油一厂,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大港油田公司采油三厂,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大港油田公司采油四厂,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大港油田公司采油工艺研究院,企业研发中心,企业关键词:公司,4,1,0,,,
中国石油大港油田公司钻采工艺研究院,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大港油田分公司,企业研发中心,企业关键词:公司,52,2,0,,,
中国石油大港油田勘探事业部,企业研发中心,企业关键词:油田,3,1,0,,,
中国石油大港油田勘探处,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大港油田勘探开发技术研究院,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大港油田勘探开发研究院,企业研发中心,企业关键词:油田,26,1,0,,,
中国石油大港油田地质勘探开发研究院,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大港油田工程技术处,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大港油田工程研究院,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大港油田检测监督评价中心,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大港油田油气开发事业部,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大港油田油气藏评价事业部,企业研发中心,企业关键词:油田,2,1,0,,,
中国石油大港油田测试公司,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油大港油田测试公司第四分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大港油田滩海开发公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大港油田物资供销公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大港油田石油工程研究院,企业研发中心,企业关键词:油田,5,1,0,,,
中国石油大港油田研究院,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大港油田第一采油厂,企业研发中心,企业关键词:油田,4,1,0,,,
中国石油大港油田第三采油厂,企业研发中心,企业关键词:油田,4,1,0,,,
中国石油大港油田第二采油厂,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大港油田第五采油厂,企业研发中心,企业关键词:油田,2,1,0,,,
中国石油大港油田第六采油厂,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大港油田第四采油厂,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大港油田采油六厂,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油大港油田采油工艺研究院,企业研发中心,企业关键词:油田,6,1,0,,,
中国石油大港油田集团有限责任公司第四采油厂,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大港石化公司,企业研发中心,企业关键词:公司,5,1,0,,,
中国石油大港石化分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油大连石化公司,企业研发中心,企业关键词:公司,3,1,0,,,
中国石油大连西太平洋石油化工有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天津大港油田公司第三采油厂,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天津大港油田钻采工艺研究院,企业研发中心,企业关键词:油田,1,1,0,,,
中国石油天然气与管道分公司,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油天然气勘探开发公司,企业研发中心,企业关键词:公司,49,1,0,,,
中国石油天然气勘探开发公司海洋项目管理中心,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气勘探开发公司生产作业部,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油天然气勘探开发公司绿洲石油有限责任公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气勘探开发公司阿克纠宾公司钻井部,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气华东勘察设计研究院,高校/科研院所,高校科研关键词:研究院,3,1,0,,,
中国石油天然气开发公司,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油天然气成藏与开发重点实验室,高校/科研院所,高校科研关键词:实验室,4,1,0,,,
中国石油天然气有限公司塔里木油田分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气海外勘探开发公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气第一建设公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气第六建设公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气管道四公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气管道局北戴河培训中心,其他,未命中规则,2,1,0,,,
中国石油天然气管道局抢险中心,其他,未命中规则,1,1,0,,,
中国石油天然气管道局穿越公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气管道局穿越分公司,企业研发中心,企业关键词:公司,5,1,0,,,
中国石油天然气管道局第一工程公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气管道局第一工程分公司,企业研发中心,企业关键词:公司,3,1,0,,,
中国石油天然气管道局第五工程公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气管道局第六工程公司,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油天然气管道局第四工程分公司,企业研发中心,企业关键词:公司,5,1,0,,,
中国石油天然气管道局维抢修分公司,企业研发中心,企业关键词:公司,3,1,0,,,
中国石油天然气管道局设备管理中心,其他,未命中规则,1,1,0,,,
中国石油天然气管道工程有限公司,企业研发中心,企业关键词:公司,15,1,0,,,
中国石油天然气管道工程有限公司上海分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气管道工程有限公司天津分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气管道工程有限公司市政工程室,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气管道工程有限公司穿跨越室,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气管道通信电力工程总公司,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油天然气管道通信电力工程总公司廊坊通信分公司,企业研发中心,企业关键词:公司,2,1,0,,,
中国石油天然气股份公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气股份公司唐山液化天然气项目经理部,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气股份公司塔里木油田分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中国石油天然气股份公司大港油田分公司,企业研发中心,企业关键词:公司,5,1,0,,,
中国石油天然气股份公司辽河油田分公司,企业研发中心,企业关键词:公司,1,1,0,,,
